epoch,loss,val_loss
13,0.0049944383671390825,0.04334067629480904
14,0.00680026737623848,0.02679606736637652
15,0.005356448372913292,0.022239657468162477
16,0.005485854896978708,0.022022970772179015
17,0.004006874093029182,0.021287574358707803
18,0.0030989181908080356,0.02116038791030984
19,0.0033749838957737666,0.01951099498282102
0,0.010497527839033865,0.026871982506815006
1,0.007311410276597599,0.01694225969417444
2,0.00383543483185349,0.015016897941346873
3,0.003271171494270675,0.01563894475111738
4,0.002923832821834367,0.014946672366932034
5,0.002650669436552562,0.01703690834322267
6,0.0025512029803940097,0.013941678165627474
7,0.0021765544878144284,0.01461529605281116
8,0.002106163620337611,0.01379635921065611
9,0.001975693641725229,0.01232730378185145
10,0.001746193588915048,0.011947466372723946
11,0.0016470528044737875,0.010931440750771964
12,0.001472450302389916,0.010897650581848045
13,0.0013931684495764784,0.009604416668563235
14,0.0013209208668558859,0.00991859714849852
15,0.001245136454817839,0.009727491105546836
16,0.0012423973827390001,0.00907447386866393
17,0.0011374555205111393,0.008568698169917545
18,0.0010688216643757187,0.009542379049393772
19,0.0010061517139547504,0.009251002870521254
0,0.013059170374617679,0.03375833246602931
1,0.008842139686748851,0.0276243448342112
2,0.004517419072071789,0.025685600354336202
3,0.0035931974316190463,0.02480798461262814
4,0.003799277669968433,0.02658918515821411
5,0.0036358250424382275,0.02753700485283678
6,0.003151093551132362,0.030244544233110817
7,0.0028492313491005916,0.02896113724405454
8,0.0026172722555929794,0.030151865487410265
9,0.0023920536061632445,0.030280605699359017
10,0.0022246416998677886,0.030758291885087437
11,0.0019835378594871144,0.03147186146287078
12,0.0018241232572472654,0.031624310120770875
13,0.0016588905567186884,0.03189796164885841
14,0.0026756404424668288,0.05097298925234513
15,0.0023058811912778764,0.03304273649965497
16,0.0014212099264841527,0.032177710799839006
17,0.0013811306178104132,0.032669471661475574
18,0.0015134369052248076,0.033288669687780464
19,0.0012771221273578702,0.032531872518699274
0,0.01062559340702137,0.029685374412854963
1,0.007681897609145381,0.023802121868357062
2,0.0044230991412769075,0.023795076698826797
3,0.004445717547932873,0.02761553100902926
4,0.0044274169667914975,0.024827442375350405
5,0.004118976190366084,0.02113509277643805
6,0.004020048971142387,0.028806164691394024
7,0.004149778834398603,0.023308262303048236
8,0.0032563321161433122,0.024317077667960388
9,0.003369123705488164,0.023910551152022726
10,0.003428007709735539,0.02499298460315913
11,0.0035797754541272296,0.024469810590909965
12,0.003509871311543975,0.022485291146122934
13,0.0041064455499872565,0.023912577365990728
14,0.003923216950934148,0.025718579777855088
15,0.004089768817502773,0.027362977546131748
16,0.005178350225905888,0.027365749638358302
17,0.005798969544121064,0.030745807368392972
18,0.005935401791357435,0.04008556212383238
19,0.010084799072647001,0.0391117922369052
0,0.010581541929132071,0.030843584057451648
1,0.007670465454139048,0.028117859228090805
2,0.004686142489881604,0.028122244995426048
3,0.004442536932911026,0.025091894722374327
0,0.008956746538678999,0.0266904559367421
1,0.005910052846156759,0.022104134582067756
2,0.003735160249634646,0.021083016012033277
0,150476.8836376953,949992.2045454546
1,150471.17401367187,949992.2045454546
0,0.009241609489108668,0.03708769093182954
1,0.006163177855778485,0.030273051509125667
2,0.00431307776743779,0.032550114947794515
0,0.07413293469566269,0.09843187101862648
1,0.05215395231243747,0.13252825086767023
2,0.03894889004062861,0.16087797487323935
3,0.03108875446814636,0.18257587335326456
0,0.08016632307495457,0.08249018171971495
1,0.06860969090164871,0.09691787358712066
2,0.05990936322501511,0.11099791933189739
0,0.02457807073893491,0.06023668734864755
1,0.025318870157934725,0.08259428529576822
2,0.025446150696952826,0.0809292144734751
3,0.01900054110388737,0.009578556912443177
4,0.02336369245778769,0.24246996725824746
5,0.0075850904628168795,0.044118678832257334
6,0.022621616739488672,0.06819644333286719
7,0.014606180412956747,0.07614600590684197
8,0.004358638536359649,0.07400586642324924
0,0.007045316028888919,0.021099813174011862
1,0.007521628672911902,0.023450966321185908
2,0.005286687260086183,0.029519949997351927
0,0.009033439629347413,0.02303108605767854
1,0.0061379565933020784,0.01859947056139142
2,0.004939236335485475,0.0257446237268265
3,0.005425207493972266,0.02562028643759814
4,0.004202839257632149,0.02613594722722403
5,0.0038216214287240292,0.02532811995214698
6,0.0035421640863933135,0.025245296631262383
7,0.00305272782134125,0.026285102527419276
8,0.0027205206725921015,0.024131964294197547
9,0.0023510698651807616,0.028814188501035624
10,0.0022511798569757957,0.026442179519852452
11,0.0021321679821630826,0.027231155429035425
12,0.0019529960382351419,0.026277364157563585
13,0.0016687560326681704,0.026483652901581743
14,0.0017564578707970214,0.026049334143119104
15,0.0015732770653266925,0.026632486694407733
16,0.0014792615587066393,0.025326454122974115
17,0.0012077046466583852,0.024868880546736447
18,0.0011061182631965493,0.025555661614899607
19,0.0010309695345495128,0.021219998820346187
0,0.00845189210784156,0.022968547990206967
1,0.008693021415092516,0.023476941759740425
2,0.006197612107644091,0.024406728038394995
3,0.004605001555901254,0.026472546191970734
4,0.004600062118188361,0.023467488883232527
0,0.00860026455789921,0.023835526482964105
1,0.00815552391744859,0.02337963943136856
2,0.005450269948050845,0.02882677557962862
3,0.00499816033821844,0.024301138981668788
4,0.004025234950167942,0.02288588479330594
5,0.004417526748366072,0.023989298454993827
6,0.003695780437046778,0.026959731423465364
7,0.003316166506956506,0.025625575005754152
8,0.0027945857601298484,0.01944778551114723
9,0.0024212960937438767,0.02510547211436047
10,0.0024190442036342574,0.023523149768483232
11,0.001990302606136538,0.024427528524856
12,0.0017137646285118535,0.023445287560620767
13,0.001641333123698132,0.0218432461313734
14,0.0013961047777411295,0.02023082559885965
15,0.0013087435869601905,0.022145813727878372
16,0.0011798879090201809,0.017622219446242194
17,0.00105392693374597,0.016112678380026904
18,0.001038331267554895,0.014028886777602813
19,0.0008886477001215098,0.01231646382207559
0,0.0095114991517039,0.02802790543699468
1,0.008192567703372334,0.025250210077501833
2,0.00622390137941693,0.03328205816532401
3,0.006604564213339472,0.022981664356352252
4,0.0035528344447084237,0.026504917176101695
5,0.003237507007725071,0.02277231188914315
6,0.003021720326069044,0.021822402253746986
7,0.0035865057822229572,0.028849847868762234
8,0.0026888113402674207,0.024908013821748846
9,0.0023285692990612007,0.026304227829148822
10,0.002083676796319196,0.026297144634141165
11,0.002252715114882449,0.023721405209719458
12,0.0018440866563469171,0.02475755661725998
13,0.001428256075741956,0.02755821072919802
14,0.001512370225827908,0.027142763095484537
15,0.0013707534607237904,0.027190755819901824
16,0.001212895086282515,0.026006315887736327
17,0.001051428466962534,0.025935524778271265
18,0.0008938325833150884,0.022180638403039087
19,0.0009600267592031742,0.02271990004969253
20,0.0008197947343433043,0.020410455488176507
21,0.0007879665585642215,0.022971673709848386
22,0.0007156338344066171,0.02322533188006756
23,0.0007207282519084402,0.022953131849962203
24,0.0006244836039695656,0.02312525074971332
25,0.0006555411433510017,0.023880032377994874
26,0.0005947153166198405,0.022608927080661735
27,0.0006063009739591507,0.021779461605051023
28,0.0006112820770067628,0.022749566790563138
29,0.0005449709793174406,0.022833200870081782
0,0.00952645128723816,0.03715423337945884
1,0.007460017055418575,0.014617305979217317
2,0.005416736408369616,0.032901089299808846
3,0.004635185146908043,0.02389265481509607
4,0.004228561825439101,0.031197763704271478
5,0.003932304348709294,0.032764259090816435
6,0.003561920483625727,0.029841386310925536
7,0.003694133656535996,0.03189224207943136
0,0.009043684992939234,0.049832580272446976
1,0.007319218912452925,0.038293990433554755
2,0.005671785734448349,0.028451337150975385
3,0.0048376055585686115,0.03022196317430247
4,0.0046828244702192025,0.029365496667609972
5,0.004345053542638197,0.032947768944061616
6,0.0038775782921584324,0.035823020872405985
7,0.0032931471268238966,0.030451671410859985
8,0.0035270707121526357,0.03023110784124583
9,0.0033584363791305805,0.03301397008313374
10,0.002698408974465565,0.03628637741150504
11,0.0028690168441971764,0.03233638664030216
12,0.002825610908184899,0.0342729753729972
13,0.002277216683287406,0.034099128266627136
14,0.002043054587120423,0.033782754516737026
15,0.002097851012222236,0.03437189287929372
16,0.0020904865917691496,0.038591144902800974
17,0.001595058024104219,0.03298200518739494
18,0.001427122041932307,0.03505337938920341
19,0.0015112046262947842,0.03571485653942959
20,0.0016666174746933393,0.036567178681831465
21,0.0013410702672990737,0.03331576410511678
22,0.0011788307766255456,0.03428424556146969
23,0.0012246674639754928,0.03291259437206794
24,0.0011754671115340898,0.035738884937018156
25,0.0012252548991818913,0.034408475145358934
26,0.0009960952070832718,0.03373250356790694
27,0.001137089601252228,0.036584508435970005
28,0.0010707302510854788,0.036037095822393894
29,0.0009667747349158162,0.03576798245988109
0,nan,nan
1,nan,nan
2,nan,nan
3,nan,nan
